geology & topography,habitat,ecodistrict,species,plant_growth_form,Fire response,Post-fire recovery and flowering
Banksia shrublands/Proteaceous palusplain heath,Banksia Shrublands / Mallee shrublands,Esperance Sandplain East,Melaleuca pentagona,shrub,RS/OSC,
Banksia shrublands/Proteaceous palusplain heath,Banksia Shrublands / Mallee shrublands,Esperance Sandplain East,Melaleuca pulchella,shrub,RS,
Banksia shrublands/Proteaceous palusplain heath,Banksia Shrublands / Mallee shrublands,Esperance Sandplain East,Melaleuca subfalcata,shrub,,
Banksia shrublands/Proteaceous palusplain heath,Banksia Shrublands / Mallee shrublands,Esperance Sandplain East,Melaleuca scabra,shrub,RS/OSC,
Banksia shrublands/Proteaceous palusplain heath,Banksia Shrublands / Mallee shrublands,Esperance Sandplain East,Melaleuca societatis,shrub,OSC,
Banksia shrublands/Proteaceous palusplain heath,Banksia Shrublands / Mallee shrublands,Esperance Sandplain East,Melaleuca striata,shrub,RS,
Banksia shrublands/Proteaceous palusplain heath,Banksia Shrublands / Mallee shrublands,Esperance Sandplain East,Melaleuca suberosa,shrub,RS,
Banksia shrublands/Proteaceous palusplain heath,Banksia Shrublands / Mallee shrublands,Esperance Sandplain East,Melaleuca thapsina,shrub,OSC,
Banksia shrublands/Proteaceous palusplain heath,Banksia Shrublands / Mallee shrublands,Esperance Sandplain East,Melaleuca thymoides,shrub,RS,
Banksia shrublands/Proteaceous palusplain heath,Banksia Shrublands / Mallee shrublands,Esperance Sandplain East,Melaleuca tuberculata,shrub,,
Banksia shrublands/Proteaceous palusplain heath,Banksia Shrublands / Mallee shrublands,Esperance Sandplain East,Petrophile fastigiata,shrub,OSC?,
Banksia shrublands/Proteaceous palusplain heath,Banksia Shrublands / Mallee shrublands,Esperance Sandplain East,Petrophile phyllicoides,shrub,OSC,slow
Banksia shrublands/Proteaceous palusplain heath,Banksia Shrublands / Mallee shrublands,Esperance Sandplain East,Petrophile squamata,shrub,OSC,slow
Banksia shrublands/Proteaceous palusplain heath,Banksia Shrublands / Mallee shrublands,Esperance Sandplain East,Petrophile teretifolia,shrub,OSC,medium to slow
Banksia shrublands/Proteaceous palusplain heath,Banksia Shrublands / Mallee shrublands,Esperance Sandplain East,Phymatocarpus maxwellii,shrub,OSC,
Banksia shrublands/Proteaceous palusplain heath,Banksia Shrublands / Mallee shrublands,Esperance Sandplain East,Santalum acuminatum,shrub,OSS,slow
Banksia shrublands/Proteaceous palusplain heath,Banksia Shrublands / Mallee shrublands,Esperance Sandplain East,Stirlingia anaethifolia,shrub,OSS,rapid
Banksia shrublands/Proteaceous palusplain heath,Banksia Shrublands / Mallee shrublands,Esperance Sandplain East,Taxandria callistachys,shrub,RS,
Banksia shrublands/Proteaceous palusplain heath,Banksia Shrublands / Mallee shrublands,Esperance Sandplain East,Taxandria conspicua subsp. abrupta,shrub,RS?,
Banksia shrublands/Proteaceous palusplain heath,Banksia Shrublands / Mallee shrublands,Esperance Sandplain East,Taxandria spathulata,shrub,RS/OSC,
Banksia shrublands/Proteaceous palusplain heath,Banksia Shrublands / Mallee shrublands,Esperance Sandplain East,Xanthorrhoea playtphylla,shrub,RS,
Banksia shrublands/Proteaceous palusplain heath,Banksia Shrublands / Mallee shrublands,Esperance Sandplain East,Gahnia sp. L,sedge,RS?,
"Swamp Yate woodlands, RiverineYate woodland",Woodland,Esperance Sandplain East,Eucalyptus occidentalis,tree,RS ep/OSC,
"Swamp Yate woodlands, RiverineYate woodland",Woodland,Esperance Sandplain East,Melaleuca cuticularis,tree,RS ep,
"Swamp Yate woodlands, RiverineYate woodland",Woodland,Esperance Sandplain East,Melaleuca incana subsp. tenella,shrub,OSC,
"Swamp Yate woodlands, RiverineYate woodland",Woodland,Esperance Sandplain East,Melaleuca thapsina,shrub,OSC,
Banksia shrublands,Banksia shrublands,Nuytsland,Eucalyptus surgens,mallee,RS,
Banksia shrublands,Banksia shrublands,Nuytsland,Eucalyptus spp,mallee,,
Banksia shrublands,Banksia shrublands,Nuytsland,Acacia carnosula,shrub,,
Banksia shrublands,Banksia shrublands,Nuytsland,Acacia glaucoptera,shrub,OSS,
Banksia shrublands,Banksia shrublands,Nuytsland,Acacia gonophylla,shrub,OSS,
Banksia shrublands,Banksia shrublands,Nuytsland,Acacia mutabilis subsp. angustifolia,shrub,OSS,
Banksia shrublands,Banksia shrublands,Nuytsland,Acacia mutabilis subsp. mutabilis,shrub,OSS,
Banksia shrublands,Banksia shrublands,Nuytsland,Acacia myrtifolia,shrub,OSS,
Banksia shrublands,Banksia shrublands,Nuytsland,Allocasuarina helmsii,shrub,,
Banksia shrublands,Banksia shrublands,Nuytsland,Allocasuarina preissii,shrub,,
Banksia shrublands,Banksia shrublands,Nuytsland,Allocasuarina scleroclada,shrub,RS,
Banksia shrublands,Banksia shrublands,Nuytsland,Acacia oswaldii,shrub,,
Banksia shrublands,Banksia shrublands,Nuytsland,Adeanthos cuneatus,shrub,RS,
Banksia shrublands,Banksia shrublands,Nuytsland,Adenanthos dobsonii,shrub,,
Banksia shrublands,Banksia shrublands,Nuytsland,Adenanthos eyri,shrub,OSS,
Banksia shrublands,Banksia shrublands,Nuytsland,Adenanthos forrestii,shrub,RS,
Banksia shrublands,Banksia shrublands,Nuytsland,Agonis baxteri,shrub,RS,
Banksia shrublands,Banksia shrublands,Nuytsland,Banksia epica,shrub,OSC,
Banksia shrublands,Banksia shrublands,Nuytsland,Banksia media,shrub,OSC,medium to slow
Banksia shrublands,Banksia shrublands,Nuytsland,Banksia nutans,shrub,OSC,slow
Banksia shrublands,Banksia shrublands,Nuytsland,Banksia obtusa,shrub,OSC,
Banksia shrublands,Banksia shrublands,Nuytsland,Banksia obovata,shrub,OSC,medium to slow
Banksia shrublands,Banksia shrublands,Nuytsland,Banksia pulchella,shrub,OSC,slow
Banksia shrublands,Banksia shrublands,Nuytsland,Banksia petiolaris,shrub,OSC,medium
Banksia shrublands,Banksia shrublands,Nuytsland,Banksia speciosa,shrub,OSC,medium to slow
Banksia shrublands,Banksia shrublands,Nuytsland,Beaufortia empetrifolia,shrub,OSC,medium
Banksia shrublands,Banksia shrublands,Nuytsland,Beaufortia micrantha,shrub,OSC,medium to slow
Banksia shrublands,Banksia shrublands,Nuytsland,Beaufortia schaueri,shrub,OSC,
Banksia shrublands,Banksia shrublands,Nuytsland,Bossiaea walkeri,shrub,,
Banksia shrublands,Banksia shrublands,Nuytsland,Callitris preissii,shrub,OSC,slow
Banksia shrublands,Banksia shrublands,Nuytsland,Callitris roei,shrub,OSC,slow
Banksia shrublands,Banksia shrublands,Nuytsland,Calothamnus gracilis,shrub,RS,
Banksia shrublands,Banksia shrublands,Nuytsland,Conospermum leianthumssp leianthum,shrub,,
Banksia shrublands,Banksia shrublands,Nuytsland,Conospermum leianthum subsp. orientale,shrub,,
Banksia shrublands,Banksia shrublands,Nuytsland,Conospermum teretifolium,shrub,RS,
Banksia shrublands,Banksia shrublands,Nuytsland,Conothamnus aureus,shrub,RS,
Banksia shrublands,Banksia shrublands,Nuytsland,Chamelaucium axillare,shrub,?OSS,
Banksia shrublands,Banksia shrublands,Nuytsland,Daviesia spp,shrub,,
Banksia shrublands,Banksia shrublands,Nuytsland,Dodanaea spp,shrub,,
Banksia shrublands,Banksia shrublands,Nuytsland,Gastrolobium muscaeum,shrub,,
Banksia shrublands,Banksia shrublands,Nuytsland,Gastrolobium parviflorum,shrub,OSS,medium
Banksia shrublands,Banksia shrublands,Nuytsland,Grevillea baxteri,shrub,,
Banksia shrublands,Banksia shrublands,Nuytsland,Grevillea concinna,shrub,?OSS,
Banksia shrublands,Banksia shrublands,Nuytsland,Grevillea oligantha,shrub,OSS/RS,
Banksia shrublands,Banksia shrublands,Nuytsland,Grevillea pauciflora,shrub,OSS,
Banksia shrublands,Banksia shrublands,Nuytsland,Grevillea plurijuga,shrub,OSS,
Banksia shrublands,Banksia shrublands,Nuytsland,Grevillea tripartita subsp. macrostylis,shrub,OSS,
Banksia shrublands,Banksia shrublands,Nuytsland,Hakea adnata,shrub,OSC?,
Banksia shrublands,Banksia shrublands,Nuytsland,Hakea cinerea,shrub,OSC,
Banksia shrublands,Banksia shrublands,Nuytsland,Hakea corymbosa,shrub,OSC,slow
Banksia shrublands,Banksia shrublands,Nuytsland,Hakea nitida,shrub,RS,
Banksia shrublands,Banksia shrublands,Nuytsland,Hakea obliqua,shrub,OSC,medium
Banksia shrublands,Banksia shrublands,Nuytsland,Hakea pandanicarpa subsp. crassifolia,shrub,OSC,slow
Banksia shrublands,Banksia shrublands,Nuytsland,Hakea varia,shrub,RS,
Banksia shrublands,Banksia shrublands,Nuytsland,Isopogon polycephalus,shrub,RS,
Banksia shrublands,Banksia shrublands,Nuytsland,Isopogon trilobus,shrub,OSC,medium to slow
Banksia shrublands,Banksia shrublands,Nuytsland,Jacksonia capitata,shrub,,
Banksia shrublands,Banksia shrublands,Nuytsland,Jacksonia condensata,shrub,,
Banksia shrublands,Banksia shrublands,Nuytsland,Jacksonia venosa,shrub,,
Banksia shrublands,Banksia shrublands,Nuytsland,Labichea lanceolata subsp. brevifolia,shrub,,
Banksia shrublands,Banksia shrublands,Nuytsland,Lasiopetalum parvuliflorum,shrub,,
Banksia shrublands,Banksia shrublands,Nuytsland,Leucopogon spp,shrub,,
Banksia shrublands,Banksia shrublands,Nuytsland,Leucopogon breviflorus,shrub,,
Banksia shrublands,Banksia shrublands,Nuytsland,Leucopogon conostephoides,shrub,OSS,medium
Banksia shrublands,Banksia shrublands,Nuytsland,Leucopogon Kau Rock,shrub,,
Banksia shrublands,Banksia shrublands,Nuytsland,Leucopogon woodsii,shrub,,
Banksia shrublands,Banksia shrublands,Nuytsland,Lysinema ciliatum,shrub,OSS,medium
Banksia shrublands,Banksia shrublands,Nuytsland,Melaleuca apodocephala,shrub,,
Banksia shrublands,Banksia shrublands,Nuytsland,Melaleuca brevifolia,shrub,,
Banksia shrublands,Banksia shrublands,Nuytsland,Melaleuca cucullata,shrub,OSC?,
Banksia shrublands,Banksia shrublands,Nuytsland,Melaleuca glaberrima,shrub,OSC,
Banksia shrublands,Banksia shrublands,Nuytsland,Melaleuca lecanantha,shrub,,
Banksia shrublands,Banksia shrublands,Nuytsland,Melaleuca pentagona subsp. latifolia,shrub,,
Banksia shrublands,Banksia shrublands,Nuytsland,Melaleuca pulchella,shrub,RS,
Banksia shrublands,Banksia shrublands,Nuytsland,Melaleuca scabra,shrub,RS,
Banksia shrublands,Banksia shrublands,Nuytsland,Melaleuca striata,shrub,RS,
Banksia shrublands,Banksia shrublands,Nuytsland,Melaleuca strobophylla,shrub,,
Banksia shrublands,Banksia shrublands,Nuytsland,Melaleuca undulata,shrub,OSC,
Banksia shrublands,Banksia shrublands,Nuytsland,Melaleuca viminea,shrub,OSC,medium
Banksia shrublands,Banksia shrublands,Nuytsland,Petrophile teretifolia,shrub,RS/OSC,
Banksia shrublands,Banksia shrublands,Nuytsland,Phymatocarpus maxwellii,shrub,OSC,
Banksia shrublands,Banksia shrublands,Nuytsland,Senna artesmoides,shrub,,
Banksia shrublands,Banksia shrublands,Nuytsland,Stirlingia anethifolia,shrub,OSC,rapid
Banksia shrublands,Banksia shrublands,Nuytsland,Styphelia hainsii,shrub,,
Banksia shrublands,Banksia shrublands,Nuytsland,Styphelia pulchella,shrub,,
Banksia shrublands,Banksia shrublands,Nuytsland,Taxandria spathulata,shrub,RS/OSC,
Banksia shrublands,Banksia shrublands,Nuytsland,Verticordia spp,shrub,,
Ridley System Mallet,Mallet,Mallee Lakes,Eucalyptus forrestiana,tree,OSC,
Ridley System Mallet,Mallet,Mallee Lakes,Eucalyptus dolichoryncha,tree,OSC,
Ridley System Mallet,Mallet,Mallee Lakes,Eucalyptus dundasii,tree,OSC,
Ridley System Mallet,Mallet,Mallee Lakes,Eucalyptus goniocarpa,tree,OSC,
Ridley System Mallet,Mallet,Mallee Lakes,Eucalyptus kumarlensis,tree,OSC,
Ridley System Mallet,Mallet,Mallee Lakes,Eucalyptus salmonophloia,tree,OSC,
Ridley System Mallet,Mallet,Mallee Lakes,Eucalyptus spreta,tree,OSC,
Ridley System Mallet,Mallet,Mallee Lakes,Eucalyptus urna,tree,OSC,
Ridley System Mallet,Mallet,Mallee Lakes,Eucalyptus valens,tree,OSC,
"Salmon gum in
Clay depressions",Woodland,Mallee Lakes,Eucalyptus salmonophloia,tree,OSC,
"Salmon gum in
Clay depressions",Woodland,Mallee Lakes,Eucalyptus occidentalis,tree,RSep/OSC,
"Salmon gum in
Clay depressions",Woodland,Mallee Lakes,Eucalytpus oleosa,tree,RSep,
Mallee Lake Shrubland,Mallee Shrublands,Mallee Lakes,Eucalyptus cooperiana,tree,RS,
Mallee Lake Shrubland,Mallee Shrublands,Mallee Lakes,Eucalyptus leptocalyx,tree,RS,
Mallee Lake Shrubland,Mallee Shrublands,Mallee Lakes,Eucalyptus occidentalis,tree,RS/OSC,
Mallee Lake Shrubland,Mallee Shrublands,Mallee Lakes,Eucalyptus uncinata,tree,RS,
Mallee Lake Shrubland,Mallee Shrublands,Mallee Lakes,Adenanthos ileticos,shrub,,
Mallee Lake Shrubland,Mallee Shrublands,Mallee Lakes,Allocasuarina huegeliana,shrub,OSC,
Mallee Lake Shrubland,Mallee Shrublands,Mallee Lakes,Allocasuarina scleroclada,shrub,RS,
Mallee Lake Shrubland,Mallee Shrublands,Mallee Lakes,Allocasuarina spinosissima,shrub,?,
Mallee Lake Shrubland,Mallee Shrublands,Mallee Lakes,Banksia media,shrub,OSC,slow
Mallee Lake Shrubland,Mallee Shrublands,Mallee Lakes,Banksia pilostylis,shrub,OSC,medium to slow
Mallee Lake Shrubland,Mallee Shrublands,Mallee Lakes,Banksia tenuis,shrub,OSC,
Mallee Lake Shrubland,Mallee Shrublands,Mallee Lakes,Beaufortia schaueri,shrub,OSC,
Mallee Lake Shrubland,Mallee Shrublands,Mallee Lakes,Callitris canescens,shrub,OSC,
Mallee Lake Shrubland,Mallee Shrublands,Mallee Lakes,Callitris preissii,shrub,OSC,slow
Mallee Lake Shrubland,Mallee Shrublands,Mallee Lakes,Callitris roei,shrub,OSC,slow
Mallee Lake Shrubland,Mallee Shrublands,Mallee Lakes,Calothamnus quadrifidus,shrub,RS,
Mallee Lake Shrubland,Mallee Shrublands,Mallee Lakes,Choretrum glomeratum,shrub,,
Mallee Lake Shrubland,Mallee Shrublands,Mallee Lakes,Cratystylis conocephala,shrub,OSS?,
Mallee Lake Shrubland,Mallee Shrublands,Mallee Lakes,Exocarpus sparteus,shrub,OSS,
Mallee Lake Shrubland,Mallee Shrublands,Mallee Lakes,Hakea cinerea,shrub,,
Mallee Lake Shrubland,Mallee Shrublands,Mallee Lakes,Hakea laurina,shrub,OSC,medium
Mallee Lake Shrubland,Mallee Shrublands,Mallee Lakes,Hakea lissocarpha,shrub,RS,
Mallee Lake Shrubland,Mallee Shrublands,Mallee Lakes,Hakea multilineata,shrub,OSC,medium to slow
Mallee Lake Shrubland,Mallee Shrublands,Mallee Lakes,Hakea nitida,shrub,RS,
Mallee Lake Shrubland,Mallee Shrublands,Mallee Lakes,Hakea francisiana,shrub,?OSC,slow
Mallee Lake Shrubland,Mallee Shrublands,Mallee Lakes,Grevillea acuaria,shrub,OSS,
Mallee Lake Shrubland,Mallee Shrublands,Mallee Lakes,Grevillea pauciflora,shrub,OSS,
Mallee Lake Shrubland,Mallee Shrublands,Mallee Lakes,Grevilliea plurijuga,shrub,RS/OSS,
Mallee Lake Shrubland,Mallee Shrublands,Mallee Lakes,Grevillea huegellii,shrub,RS/OSS,
Mallee Lake Shrubland,Mallee Shrublands,Mallee Lakes,Leptospermum erubescens,shrub,RS,
Mallee Lake Shrubland,Mallee Shrublands,Mallee Lakes,Melaleuca acuminata,shrub,RS,
Mallee Lake Shrubland,Mallee Shrublands,Mallee Lakes,Melaleuca calycina,shrub,RS,
Mallee Lake Shrubland,Mallee Shrublands,Mallee Lakes,Melaleuca cucullata,shrub,OSC,
Mallee Lake Shrubland,Mallee Shrublands,Mallee Lakes,Melaleuca hamata,shrub,RS,
Mallee Lake Shrubland,Mallee Shrublands,Mallee Lakes,Melaleuca eleuterostachya,shrub,,
Mallee Lake Shrubland,Mallee Shrublands,Mallee Lakes,Melaleuca laxiflora,shrub,,
Mallee Lake Shrubland,Mallee Shrublands,Mallee Lakes,Melaleuca pauperiflora subsp. fastigiata,shrub,OSC,
Mallee Lake Shrubland,Mallee Shrublands,Mallee Lakes,Melleuca pulchella,shrub,RS,
Mallee Lake Shrubland,Mallee Shrublands,Mallee Lakes,Melaleuca sheathiana,shrub,OSC?,
Mallee Lake Shrubland,Mallee Shrublands,Mallee Lakes,Melaleuca subalaris,shrub,,
Mallee Lake Shrubland,Mallee Shrublands,Mallee Lakes,Melaleuca undulata,shrub,OSC,
Mallee Lake Shrubland,Mallee Shrublands,Mallee Lakes,Petrophile squamata,shrub,OSC,slow
Mallee Lake Shrubland,Mallee Shrublands,Mallee Lakes,Phymatocarpus maxwellii,shrub,OSC,
Mallee Lake Shrubland,Mallee Shrublands,Mallee Lakes,Santalum acuminatum,shrub,OSS,slow
Mallee Lake Shrubland,Mallee Shrublands,Mallee Lakes,Santalum murrayanum,shrub,OSS?,
Mallee Lake Shrubland,Mallee Shrublands,Mallee Lakes,Styphelia hainsii,shrub,,
Mallee Lake Shrubland,Mallee Shrublands,Mallee Lakes,Templetonia retusa,shrub,OSS,
Mallee Lake Shrubland,Mallee Shrublands,Mallee Lakes,Trymalium myrtillus subsp. myrtillus,shrub,,
Mallee Lake Shrubland,Mallee Shrublands,Mallee Lakes,Thryptomene australis subsp. brachyandra,shrub,,
Mallee Lake Shrubland,Mallee Shrublands,Mallee Lakes,Westringia spp,shrub,,
unknown,Woodland/ Mallet /Granite shrubland,Albany Fraser Island,Eucalyptus conferruminata,tree,OSC,slow
unknown,Woodland/ Mallet /Granite shrubland,Albany Fraser Island,Eucalyptus utilis,tree,OSC,slow
unknown,Woodland/ Mallet /Granite shrubland,Albany Fraser Island,Acacia conniana,tree,OSS,
unknown,Woodland/ Mallet /Granite shrubland,Albany Fraser Island,Allocasuarina trichodon,tree,OSC,
unknown,Woodland/ Mallet /Granite shrubland,Albany Fraser Island,Callitris preissii,tree,OSC,slow
unknown,Woodland/ Mallet /Granite shrubland,Albany Fraser Island,Callitris drummondii,tree,OSC,
unknown,Woodland/ Mallet /Granite shrubland,Albany Fraser Island,Paraserianthes lophantha,tree,OSS,rapid
unknown,Woodland/ Mallet /Granite shrubland,Albany Fraser Island,Eucalyptus angulosa,mallee,RS,
unknown,Woodland/ Mallet /Granite shrubland,Albany Fraser Island,Eucalyptus cuspidata,mallee,RS,
unknown,Woodland/ Mallet /Granite shrubland,Albany Fraser Island,Eucalyptus cornuta,mallee shrub,RS ep,
unknown,Woodland/ Mallet /Granite shrubland,Albany Fraser Island,Acacia cyclops,shrub,OSS,rapid
unknown,Woodland/ Mallet /Granite shrubland,Albany Fraser Island,Acacia heteroclita subsp. heteroclita,shrub,OSS,
unknown,Woodland/ Mallet /Granite shrubland,Albany Fraser Island,Acacia myrtifolia,shrub,OSS,rapid
unknown,Woodland/ Mallet /Granite shrubland,Albany Fraser Island,Acacia rostellifera,shrub,OSS,rapid to medium
unknown,Woodland/ Mallet /Granite shrubland,Albany Fraser Island,Alogyne hakeifolia,shrub,OSS,rapid
unknown,Woodland/ Mallet /Granite shrubland,Albany Fraser Island,Alyxia buxifolia,shrub,,
unknown,Woodland/ Mallet /Granite shrubland,Albany Fraser Island,Anthocercis genistoides,shrub,OSS,rapid
unknown,Woodland/ Mallet /Granite shrubland,Albany Fraser Island,Anthocercis littorea,shrub,,
unknown,Woodland/ Mallet /Granite shrubland,Albany Fraser Island,Anthocercis viscosa subsp. caudata,shrub,,
unknown,Woodland/ Mallet /Granite shrubland,Albany Fraser Island,Astartea fascicularis,shrub,RS,
