Family,Species,Distribution,EPBC Act,Putative IUCN category,Isolated from plant tissue,No response,Mild response,Severe response,Habitat suitability,Risk,Expert change / reason for change
PROTEACEAE,Petrophile linearis,w,,,"Shearer & Dillon (1995), Shearer & Dillon (1996), DBCA (2021)",,Hill (1990),,Suitable,Low,
PROTEACEAE,Petrophile longifolia,w,,,DBCA (2021),,,Wills (1993),Suitable,Low,
PROTEACEAE,Petrophile media,w,,,,,,Wills (1993),Suitable,Low,
PROTEACEAE,Petrophile multisecta,s,,V,Vickery (1997),,Velzeboer (pers. comm.),,Suitable,Low,
PROTEACEAE,Petrophile phylicoides,w,,,DBCA (2021),,,"Barrett (pers. comm.), Shearer & Crane (unpub. data)",Suitable,Low,
PROTEACEAE,Petrophile pulchella,"n,q",,,Fraser (1956),,,,Suitable,Low,
PROTEACEAE,Petrophile rigida,w,,,,,,Barrett (pers. comm.),Suitable,Low,
PROTEACEAE,Petrophile seminuda,w,,,Taylor (1974),,,Wills (1993),Suitable,Low,
PROTEACEAE,Petrophile serruriae,w,,,,,,"Moore (2005), Shearer & Crane (unpub. data), Wills (1993)",Suitable,Low,
PROTEACEAE,Petrophile sessilis,n,,,"Gerrettson-Cornell (1986), Taylor (1974)",,,,Suitable,Low,
PROTEACEAE,Petrophile squamata,w,,,"Taylor (1974), DBCA (2021)",,,"Shearer & Crane (unpub. data), Wills (1993)",Suitable,Low,
PROTEACEAE,Petrophile striata,w,,,"Shearer & Dillon (1995), DBCA (2021)",,McDougall (1997),,Suitable,Low,
PROTEACEAE,Petrophile stricta,w,,,,,Hill (1990),,Suitable,Low,
PROTEACEAE,Stirlingia divaricatissima,w,,E,DBCA (2021),,,,Suitable,High,
PROTEACEAE,Stirlingia latifolia,w,,,DBCA (2021),,,,Suitable,Low,
PROTEACEAE,Stirlingia latifolia ,w,,,"Shearer & Dillon (1995), Shearer & Dillon (1996)",,Freebury (pers. comm.),Wills (1993),Suitable,Low,
PROTEACEAE,Stirlingia tenuifolia,w,,,DBCA (2021),,,Wills (1993),Suitable,Low,
PROTEACEAE,Synaphea petiolaris,w,,,"Shearer & Dillon (1996), DBCA (2021)",Shearer & Dillon (1996),,,Suitable,Low,
PROTEACEAE,Synaphea polymorpha,w,,,,,,Wills (1993),Suitable,Low,
PROTEACEAE,Synaphea sp. Pinjarra (R. Davis 6578) ,w,CE,,,,Shearer & Crane (unpub. data),,Suitable,High,
PROTEACEAE,Telopea mongaensis,n,,V,"Summerell (pers. comm.), Taylor (1974)",,,,Suitable,Moderate,
PROTEACEAE,Telopea speciosissima,n,,,"Summerell (pers. comm.), Taylor (1974)",,,Summerell (pers. comm.),Suitable,Low,
PROTEACEAE,Telopea truncata,t,,,Podger et al. (1990),,,,Suitable,Low,
PROTEACEAE,Xylomelum angustifolium,w,,,DBCA (2021),,,,Suitable,Low,
PROTEACEAE,Xylomelum occidentale,w,,,"Podger (1968), Shivas (1989), DBCA (2021)",,Hill (1990),,Suitable,Low,
PTERIDACEAE,Adiantum aethiopicum,"a,n,q,s,t,v,w",,,,Groves et al. (2009),,,Suitable,Low,
RANUNCULACEAE,Clematis pubescens,w,,,,Shearer & Dillon (1996),McDougall (1997),,Suitable,Low,
RESTIONACEAE,Chordifex abortivus,w,E,,Barrett (pers. comm.),Barrett (pers. comm.),,,Suitable,Low,
RESTIONACEAE,Chordifex isomorphus,w,,,,Barrett (pers. comm.),,,Suitable,Low,
RESTIONACEAE,Chordifex monocephalus,w,,,"Podger & Brown (1989), Podger et al. (1990)",,,,Suitable,Low,
RESTIONACEAE,Desmocladus confertospicatus,w,,,,"Barrett (pers. comm.), Wills (1993)",,,Suitable,Low,
RESTIONACEAE,Desmocladus fasciculatus,w,,,,"McDougall (1997), Barrett (pers. comm.)",Wills (1993),,Suitable,Low,
RESTIONACEAE,Desmocladus flexuosus,w,,,,"McDougall (1997), Barrett (pers. comm.)",,,Suitable,Low,
RESTIONACEAE,Hypolaena exsulca,w,,,,"McDougall (1997), Barrett (pers. comm.)",,,Suitable,Low,
RESTIONACEAE,Hypolaena fastigiata,"n,s,q,t,v,w",,,,Groves et al. (2009),,,Suitable,Low,
RESTIONACEAE,Leptocarpus scariosus,w,,,,Groves et al. (2009),,,Suitable,Low,
RESTIONACEAE,Leptocarpus tenax,"n,q,s,t,v,w",,,,Wills (1993),,,Suitable,Low,
RESTIONACEAE,Lepyrodia scariosa,"n,q",,,,Howard et al. (2004),,,Suitable,Low,
RESTIONACEAE,Loxocarya cinerea,w,,,Shearer & Dillon (1995),,,McDougall (1997),Suitable,Low,
RHAMNACEAE,Alphitonia petriei,"n,q",,,,,Worboys et al. (2003),,Suitable,Low,
RHAMNACEAE,Alphitonia whitei,q,,,,,Worboys et al. (2003),,Suitable,Low,
RHAMNACEAE,Cryptandra tomentosa,"s,v",,,"Cahill (pers. comm.), Weste (2001)",Weste (2001),VNPS (1995),,Suitable,Low,
RHAMNACEAE,Pomaderris delicata,n,CE,,Wan et al. (2019),,,Wan et al. (2019),Suitable,Very high,
RHAMNACEAE,Pomaderris ferruginea,"n,q,v",,,Weste (2001),Weste (2001),,,Suitable,Low,
RHAMNACEAE,Pomaderris halmaturina subsp. halmaturina,"s,v",V,,Kueh (2011),,,Kueh (2011),Suitable,Moderate,
RHAMNACEAE,Pomaderris intermedia,"a,n,t,v",,,Taylor (1974),,,,Suitable,Low,
RHAMNACEAE,Spyridium globulosum,w,,,,Freebury (pers. comm.),,,Suitable,Low,
RHAMNACEAE,Spyridium oligocephalum,w,,V,,,Shearer & Crane (unpub. data),,Suitable,Low,
RHAMNACEAE,Spyridium parvifolium,"a,n,s,t,v",,,Weste (2001),Weste (2001),,,Suitable,Low,
RHAMNACEAE,Trymalium ledifolium,w,,,"Gardner & Rokich (1987), Shearer & Dillon (1995), Shivas (1989)",,"Edmiston (1989), McDougall (1997), Podger (1972)",,Suitable,Low,
RHAMNACEAE,Trymalium litorale,w,,,,Shearer & Crane (unpub. data),,,Suitable,Low,
RHAMNACEAE,Trymalium odoratissimum,w,,,Taylor (1974),Barrett (pers. comm.),,,Suitable,Low,
RHAMNACEAE,Trymalium urceolare,w,,,,Shearer & Crane (unpub. data),,,Suitable,Low,
ROSACEAE,Acaena echinata,"a,n,s,t,v,w",,,Cahill (pers. comm.),Groves et al. (2009),,,Suitable,Low,
RUBIACEAE,Atractocarpus fitzalanii subsp. tenuipes,q,,,,Worboys et al. (2003),,,Suitable,Low,
RUBIACEAE,Opercularia echinocephala,w,,,Gardner & Rokich (1987),Groves et al. (2009),McDougall (1997),,Suitable,Low,
RUBIACEAE,Opercularia nubicola,w,,,,Barrett (pers. comm.),,,Suitable,Low,
RUBIACEAE,Opercularia vaginata,w,,,,,McDougall (1997),,Suitable,Low,
RUBIACEAE,Opercularia varia,"n,s,t,v,w",,,Cahill (pers. comm.),Groves et al. (2009),,,Suitable,Low,
RUTACEAE,Acronychia oblongifolia,"n,q,v",,,Brown (1998),,,,Suitable,Low,
RUTACEAE,Asterolasia buxifolia,n,,,,Wan et al. (2019),,,Suitable,Low,
RUTACEAE,Asterolasia phebalioides,"s,v",V,,Weste (2001),,,Weste (2001),Suitable,Moderate,
RUTACEAE,Boronia citriodora,t,,,Taylor (1974),,,,Suitable,Low,
RUTACEAE,Boronia clavata,w,E,,Shivas (1989),,,,Suitable,Moderate,
RUTACEAE,Boronia crenulata,w,,,"Taylor (1974), Wills (1993)","Barrett (1996), Wills (1993)",,,Suitable,Low,
RUTACEAE,Boronia deanei,n,V,,,Wan et al. (2019),,,Suitable,Low,
RUTACEAE,Boronia elisabethiae,t,,,,,Rudman & Balmer (2008),,Suitable,Low,
RUTACEAE,Boronia fastigiata,w,,,McDougall (1997),,McDougall (1997),,Suitable,Low,
RUTACEAE,Boronia gunnii,t,V,,"Rudman, Ilowski & Schahinger (2008)","Rudman, Ilowski & Schahinger (2008)",,,Suitable,Low,
RUTACEAE,Boronia hemichiton,t,E,,"Rudman, Ilowski & Schahinger (2008)",,"Rudman, Ilowski & Schahinger (2008)",,Suitable,Moderate,
RUTACEAE,Boronia imlayensis,n,,CE,McDougall (pers. comm.),,McDougall (pers. comm.),,Suitable,High,
RUTACEAE,Boronia megastigma,w,,,Shivas (1989),,,,Suitable,Low,
RUTACEAE,Boronia parviflora,"n,q,s,t,v",,,"Podger et al. (1990), Schahinger et al. (2003)",,Rudman (pers. comm.),Schahinger et al. (2003),Suitable,Low,
RUTACEAE,Boronia pilosa,"s,t,v",,,"Podger et al. (1990), Schahinger et al. (2003), Taylor (1974)",,,"Rudman (pers. comm.), Schahinger et al. (2003)",Suitable,Low,
RUTACEAE,Boronia spathulata,w,,,,"Barrett (pers. comm.), Shearer & Dillon (1996)",,,Suitable,Low,
RUTACEAE,Brombya platynema,q,,,,Worboys et al. (2003),,,Suitable,Low,
RUTACEAE,Chorilaena quercifolia,w,,,DBCA (2021),,,,Suitable,Low,
RUTACEAE,Correa aemula,"s,v",,,Kueh (2011),,,Kueh (2011),Suitable,Low,
RUTACEAE,Correa baeuerlenii,n,V,,,,McDougall (pers. comm.),,Suitable,Low,
RUTACEAE,Correa calycina,s,V,E,Kueh (2011),,,Kueh (2011),Suitable,High,
RUTACEAE,Correa decumbens,s,,V,"Kueh (2011), Taylor (1974)",,,Kueh (2011),Suitable,Moderate,
RUTACEAE,Correa lawrenceana var. genoensis,"n,v",E,CE,McDougall (pers. comm.),,,McDougall (pers. comm.),Suitable,Very high,
RUTACEAE,Correa pulchella,s,,,SARDI (pers. comm.),,,,Suitable,Low,
RUTACEAE,Correa reflexa,"a,n,q,s,t,v",,,"Cahill (pers. comm.), Podger et al. (1990), SARDI (pers. comm.), Weste (2001)",,"VNPS (1995), Weste (2001)",,Suitable,Low,
RUTACEAE,Crowea angustifolia,w,,,"Taylor (1974), DBCA (2021)",,,Freebury (pers. comm.),Suitable,Low,
RUTACEAE,Crowea exalata,"a,n,q,v",,,Taylor (1974),,,,Suitable,Low,
RUTACEAE,Crowea saligna,n,,,Taylor (1974),,,,Suitable,Low,
RUTACEAE,Cyanothamnus anemonifolius,"n,q,t,v",,,Taylor (1974),,,,Suitable,Low,
RUTACEAE,Cyanothamnus baeckeaceus,w,,,Taylor (1974),,,,Suitable,Low,
RUTACEAE,Cyanothamnus nanus,"a,n,s,t,v",,,"Cahill (pers. comm.), Weste (2001)",,,Weste (2001),Suitable,Low,
RUTACEAE,Diplolaena angustifolia,w,,V,Shivas (1989),,,,Suitable,Moderate,
RUTACEAE,Flindersia bourjotiana,"n,q",,,,,Worboys et al. (2003),,Suitable,Low,
RUTACEAE,Flindersia brayleyana,q,,,Brown (1998),,,,Suitable,Low,
RUTACEAE,Flindersia pimenteliana,q,,,,Worboys et al. (2003),,,Suitable,Low,
RUTACEAE,Leionema phylicifolium,"n,v",,,Taylor (1974),,,,Suitable,Low,
RUTACEAE,Leionema ralstonii,n,V,,McDougall (pers. comm.),McDougall (pers. comm.),,,Suitable,Low,
RUTACEAE,Melicope elleryana,"n,nt,q,w",,,,Worboys et al. (2003),,,Suitable,Low,
RUTACEAE,Muiriantha hassellii,w,,,,Barrett (pers. comm.),,,Suitable,Low,
RUTACEAE,Nematolepis ovatifolia,n,,,Rigg et al. (2018),,Rigg et al. (2018),,Unsuitable,Low,
RUTACEAE,Nematolepis rhytidophylla,n,V,CE,Wan et al. (2019),,,Wan et al. (2019),Suitable,Very high,
RUTACEAE,Nematolepis squamea,"n,q,t,v",,,"Podger (1989), Podger et al. (1990), Pratt & Heather (1973), Robertson (1970), Schahinger et al. (2003)",,,Schahinger et al. (2003),Suitable,Low,
RUTACEAE,Phebalium bifidum,n,,E,,,Wan et al. (2019),,Suitable,Moderate,
RUTACEAE,Phebalium daviesii,t,CE,,Barker & Wardlaw (1995),,,Barker & Wardlaw (1995),Suitable,Very high,
RUTACEAE,Phebalium speciosum,n,CE,,McDougall (pers. comm.),,,McDougall (pers. comm.),Suitable,Very high,
RUTACEAE,Phebalium squamulosum subsp. alpinum,"a,n,q,s,v",,,"Rigg et al. (2018), Wan et al. (2019)",,,"Rigg et al. (2018), Wan et al. (2019)",Suitable,Low,
RUTACEAE,Philotheca freyciana,t,E,,"Rudman, Ilowski & Schahinger (2008)","Rudman, Ilowski & Schahinger (2008)",,,Suitable,Low,
RUTACEAE,Philotheca myoporoides,"a,n,v",,,Taylor (1974),,,,Suitable,Low,
RUTACEAE,Philotheca spicata,w,,,"Shearer & Dillon (1996), Taylor (1974)","McDougall (1997), Shearer & Dillon (1996)",,,Suitable,Low,
RUTACEAE,Philotheca virgata,"n,t,v",,,"McDougall (pers. comm.), Podger et al. (1990)",,,McDougall (pers. comm.),Suitable,Low,
RUTACEAE,Zieria baeuerlenii,n,E,,,McDougall (pers. comm.),,,Suitable,Low,
RUTACEAE,Zieria laevigata,"n,q",,,Taylor (1974),,,,Suitable,Low,
RUTACEAE,Zieria murphyi,n,V,,,McDougall (pers. comm.),,,Suitable,Low,
SANTALACEAE,Exocarpos cupressiformis,"a,n,q,s,t,v",,,Taylor (1974),,,,Suitable,Low,
SANTALACEAE,Exocarpos syrticola,"s,v,t",,,,,,Rudman & Balmer (2008),Suitable,Low,
SANTALACEAE,Leptomeria cunninghamii,w,,,Shearer & Dillon (1996),Shearer & Dillon (1996),McDougall (1997),,Suitable,Low,
SANTALACEAE,Leptomeria ericoides,w,,,,Wills (1993),,,Suitable,Low,
SAPINDACEAE,Dodonaea boroniifolia,"n,q,v",,,Taylor (1974),,,,Mostly unsuitable,Low,
SAPINDACEAE,Dodonaea viscosa,"a,n,nt,q,s,t,v,w",,,Taylor (1974),Gardner & Rokich (1987),,,Suitable,Low,
SAPINDACEAE,Jagera pseudorhus,"n,q",,,Brown (1998),,,,Suitable,Low,
SAPINDACEAE,Mischocarpus macrocarpus,q,,,,Worboys et al. (2003),,,Suitable,Low,
SAPOTACEAE,Planchonella euphlebia,q,,,,Worboys et al. (2003),,,Suitable,Low,
SAPOTACEAE,Pleioluma brownlessiana,q,,V,,,Worboys et al. (2003),,Suitable,Low,
SAPOTACEAE,Pleioluma macrocarpa,q,,,,Worboys et al. (2003),,,Suitable,Low,
SAPOTACEAE,Pleioluma papyracea,q,,,,Worboys et al. (2003),,,Suitable,Low,
SCROPHULARIACEAE,Eremophila biserrata,w,,,,Shearer & Crane (unpub. data),,,Suitable,Low,
SCROPHULARIACEAE,Eremophila denticulata subsp. denticulata,w,V,,,Shearer & Crane (unpub. data),,,Suitable,Low,
SCROPHULARIACEAE,Eremophila denticulata subsp. trisulcata,w,E,,,Shearer & Crane (unpub. data),,,Suitable,Low,
SCROPHULARIACEAE,Myoporum insulare,"n,s,t,v,w",,,,Roleybushcare (2022),,,Suitable,Low,
SCROPHULARIACEAE,Myoporum turbinatum,w,,,,Shearer & Crane (unpub. data),,,Suitable,Low,
SELAGINELLACEAE,Selaginella uliginosa,"n,q,t,v",,,Cahill (pers. comm.),,VNPS (1995),,Suitable,Low,
SOLANACEAE,Cyphanthera racemosa,w,,,Taylor (1974),,,,Suitable,Low,
SOLANACEAE,Solanum oldfieldii,w,,,Taylor (1974),,,,Mostly unsuitable,Low,
STYLIDIACEAE,Levenhookia pusilla,"s,v,w",,,Crone et al. (2013),McDougall (1997),Crone et al. (2013),,Suitable,Low,
STYLIDIACEAE,Levenhookia stipitata,"s,w",,,,"Crone et al. (2013), McDougall (1997)",,,Suitable,Low,
STYLIDIACEAE,Stylidium amoenum,w,,,"McDougall (1997), McDougall et al. (2001)",,,McDougall (1997),Suitable,Low,
STYLIDIACEAE,Stylidium brunonianum,w,,,,Wills (1993),,,Suitable,Low,
STYLIDIACEAE,Stylidium calcaratum,"s,w",,,,McDougall (1997),,,Suitable,Low,
STYLIDIACEAE,Stylidium coroniforme,w,E,,,,,Shearer & Crane (unpub. data),Suitable,Moderate,
STYLIDIACEAE,Stylidium diuroides,w,,,Crone et al. (2013),,Crone et al. (2013),,Suitable,Low,
STYLIDIACEAE,Stylidium graminifolium,"a,n,q,s,t,v",,,"McDougall (pers. comm.), Podger et al. (1990), Schahinger et al. (2003), Taylor (1974)",Podger & Brown (1989),,"McDougall (pers. comm.), Rudman (pers. comm.)",Suitable,Low,
STYLIDIACEAE,Stylidium hispidum,w,,,,McDougall (1997),,,Suitable,Low,
STYLIDIACEAE,Stylidium imbricatum,w,,,,Wills (1993),,,Suitable,Low,
STYLIDIACEAE,Stylidium junceum,w,,,McDougall (1997),,McDougall (1997),,Suitable,Low,
STYLIDIACEAE,Stylidium keigheryi,w,,,,Barrett (pers. comm.),,,Suitable,Low,
STYLIDIACEAE,Stylidium monticola,w,,CE,,Barrett (pers. comm.),,,Suitable,Moderate,
STYLIDIACEAE,Stylidium piliferum,w,,,,Wills (1993),,,Suitable,Low,
STYLIDIACEAE,Stylidium repens,w,,,,"McDougall (1997), Barrett (pers. comm.)",,,Suitable,Low,
STYLIDIACEAE,Stylidium scandens,w,,,,"Barrett (1996), Wills (1993)",,,Suitable,Low,
STYLIDIACEAE,Stylidium schoenoides,w,,,,,McDougall (1997),,Suitable,Low,
STYLIDIACEAE,Stylidium spathulatum,w,,,Hart (1983),,Hart (1983),,Suitable,Low,
STYLIDIACEAE,Stylidium verticillatum,w,,,,"Barrett (pers. comm.), Wills (1993)",,,Suitable,Low,
SYMPLOCACEAE,Symplocos ampulliformis,q,,,,Worboys et al. (2003),,,Suitable,Low,
SYMPLOCACEAE,Symplocos gittinsii,q,,,,Worboys et al. (2003),,,Suitable,Low,
SYMPLOCACEAE,Symplocos stawellii,"n,q",,,Brown (1998),,,,Suitable,Low,
THYMELAEACEAE,Pimelea bracteata,n,CE,,,,Wan et al. (2019),,Unsuitable,Low,
THYMELAEACEAE,Pimelea ferruginea,w,,,"Shivas (1989), Taylor (1974)",,,,Suitable,Low,
THYMELAEACEAE,Pimelea hispida,w,,,,Wills (1993),,,Suitable,Low,
THYMELAEACEAE,Pimelea humilis,"n,s,t,v",,,Weste (2001),,,Weste (2001),Suitable,Low,
THYMELAEACEAE,Pimelea imbricata var. piligera,w,,,Taylor (1974),,,,Suitable,Low,
THYMELAEACEAE,Pimelea ligustrina,"a,n,q,s,t,v",,,Cahill (pers. comm.),,,,Suitable,Low,
THYMELAEACEAE,Pimelea linifolia ,"a,n,q,s,t,v",,,"Cahill (pers. comm.), Weste (2001)","McDougall (pers. comm.), Weste (2001)",VNPS (1995),,Suitable,Low,
THYMELAEACEAE,Pimelea longiflora,w,,,,,,Bishop et al. (2010),Suitable,Low,
THYMELAEACEAE,Pimelea rosea,w,,,,,,Wills (1993),Suitable,Low,
THYMELAEACEAE,Pimelea spectabilis,w,,,,Shearer & Crane (unpub. data),,,Suitable,Low,
THYMELAEACEAE,Pimelea suaveolens,w,,,"Shearer & Dillon (1995), Shearer & Dillon (1996)",,"McDougall (1997), Shearer & Dillon (1996)",,Suitable,Low,
VIOLACEAE,Hybanthus floribundus,"n,s,v,w",,,McDougall (1997),,McDougall (1997),,Suitable,Low,
WINTERACEAE,Bubbia semecarpoides,q,,,,Worboys et al. (2003),,,Suitable,Low,
WINTERACEAE,Tasmannia lanceolata,"a,n,t,v",,,"Podger (1989), Podger et al. (1990), Schahinger et al. (2003), Sinhalagoda et al. (2023)",,Sinhalagoda et al. (2023),Sinhalagoda et al. (2023),Suitable,Low,
WINTERACEAE,Tasmannia purpurascens,n,,V,McDougall et al. (2003),,,McDougall et al. (2003),Suitable,High,
XANTHORRHOEACAE,Xanthorrhoea acanthostachya,w,,,DBCA (2021),,,,Suitable,Low,
XANTHORRHOEACAE,Xanthorrhoea arenaria,t,V,,Barker & Wardlaw (1995),,,"Barker & Wardlaw (1995), Rudman (pers. comm.)",Suitable,Moderate,
XANTHORRHOEACAE,Xanthorrhoea australis ,"n,s,t,v",,,"McDougall & Summerell (2003), Podger et al. (1990), Pratt & Heather (1973), Schahinger et al. (2003), Weste (2001)",,VNPS (1995),"McDougall (pers. comm.), Rudman (pers. comm.), Weste (2001)",Suitable,Low,
XANTHORRHOEACAE,Xanthorrhoea bracteata,t,E,,Schahinger et al. (2003),,,,Suitable,Moderate,
XANTHORRHOEACAE,Xanthorrhoea brevistyla,w,,,,,,Wills (1993),Suitable,Low,
XANTHORRHOEACAE,Xanthorrhoea brunonis,w,,,DBCA (2021),,,,Suitable,Low,
XANTHORRHOEACAE,Xanthorrhoea glauca subsp. glauca,"n,q",,,McDougall & Summerell (2003),,,McDougall & Summerell (2003),Suitable,Low,
XANTHORRHOEACAE,Xanthorrhoea gracilis ,w,,,"Edmiston (1989), Gardner & Rokich (1987), Hill (1990), Podger (1972),Shearer & Dillon (1995), Shearer & Dillon (1996), DBCA (2021)",,"Edmiston (1989), McDougall (1997), Podger (1972), Shearer & Dillon (1996)","Freebury (pers. comm.), Shearer & Dillon (1995), Wills (1993)",Suitable,Low,
XANTHORRHOEACAE,Xanthorrhoea latifolia,"n,q",,,Davison (pers. comm.),,,,Suitable,Low,
XANTHORRHOEACAE,Xanthorrhoea minor subsp. lutea,"s,v",,,Weste (2001),,Weste (2001),,Suitable,Low,
XANTHORRHOEACAE,Xanthorrhoea platyphylla,w,,,"Barrett (pers. comm.), DBCA (2021)",,,"Barrett (pers. comm.), Wills (1993)",Suitable,Low,
XANTHORRHOEACAE,Xanthorrhoea preissii ,w,,,"Edmiston (1989), Gardner & Rokich (1987), Hill (1990), Podger (1972), Pratt & Heather (1973), Shearer & Dillon (1995), Shearer & Dillon (1996), Shivas (1989), DBCA (2021)",Shearer & Crane (unpub. data),"Edmiston (1989), Hill (1990), McDougall (1997), Podger (1972)","Freebury (pers. comm.), Shearer & Dillon (1995), Wills (1993)",Suitable,Low,
XANTHORRHOEACAE,Xanthorrhoea quadrangulata,s,,,Lee & Wicks (1977),,,Velzeboer (pers. comm.),Suitable,Low,
XANTHORRHOEACAE,Xanthorrhoea resinosa,"n,v",,,"McDougall & Summerell (2003), Weste (2001)",,Weste (2001),,Suitable,Low,
XANTHORRHOEACAE,Xanthorrhoea semiplana subsp. semiplana,s,,,Lee & Wicks (1977),,,Velzeboer (pers. comm.),Suitable,Moderate,
XANTHORRHOEACAE,Xanthorrhoea semiplana subsp. tateana,s,,,Weste (2001),,,Velzeboer (pers. comm.),Suitable,Low,
XYRIDACEAE,Xyris exilis,w,,CE,,Barrett (pers. comm.),,,Suitable,Moderate,
ZAMIACEAE,Macrozamia communis,n,,,Pratt & Heather (1973),,McDougall (pers. comm.),,Suitable,Low,
ZAMIACEAE,Macrozamia dyeri,w,,,,Freebury (pers. comm.),,,Suitable,Low,
ZAMIACEAE,Macrozamia riedlei,w,,,"Podger (1968), Pratt & Heather (1973), Shearer & Dillon (1995), Shearer & Dillon (1996), Shivas (1989), DBCA (2021)",,"McDougall (1997), Podger (1972)","Freebury (pers. comm.), Wills (1993)",Suitable,Low,
