taxon_name,original_text,text,00_XX_a,00_XX_f,01_plant_growth_substrate_a,01_plant_growth_substrate_f,02_commonness_a,02_commonness_f,03_habitat_moisture_a,03_habitat_moisture_f,04_habitat_topographic_a,04_habitat_topographic_f,05_habitat_a,05_habitat_f,06_soil_colour_a,06_soil_colour_f,07_substrate_a,07_substrate_f,08_soil_a,08_soil_f,09_soil_moisture_a,09_soil_moisture_f
Ficus lilliputiana,sandstone. rocky sites., sandstone rockysites ,,,,,,,,,rocky,rockysites,,,,,sandstone,sandstone,soil_rocky sand,rockysites rockys sands,,
Ficus lilliputiana,sandstone. grows only in rock crevices., sandstone grows only in rock crevices ,,,,,,,,,,,crevices,crevices,,,sandstone,sandstone,sand,sands,,
Ficus lilliputiana forma pilosa,"sandstone. rock crevices by water, escarpments, ledges, outcrops.", sandstone rock crevices by water escarpments ledges outcrops ,,,,,,,wet,water,escarpments rocky_outcrop,escarpments outcrops,crevices,crevices,,,sandstone,sandstone,sand,sands,,
Cuphonotus humistratus,,,,,,,,,,,,,,,,,,,,,,
Andersonia depressa,"white to grey sand, sandy gravel, clay. hills, flats, gentle slopes.", white to grey sand sandy gravel clay hills flats gentle slopes ,,,,,,,,,flats hills slopes,flats hills slopes,,,grey white,grey white,,,clay gravel sand,clay gravel sand sandy,,
Cymbalaria muralis subsp. muralis,"dry grey sand, black peaty sand, sandy loam, limestone soils. in masonry, cliff faces, seasonally-wet areas, degraded sites.", dry grey sand black peaty sand sandy loam limestone soils in masonry clifffaces seasonallywet areas degraded sites ,,,,,,,dry,dry,cliff,clifffaces,cliffs,clifffaces,black grey,black grey,limestone,limestone,loam peat sand,loam peaty sand sandy,,
Grevillea bipinnatifida subsp. bipinnatifida,"clay, loam, gravel, laterite, granite, sandstone, quartzite. swamps, gullies, disturbed sites, tracks.", clay loam gravel laterite granite sandstone quartzite swamps gullies disturbed sites tracks ,,,,,,,wet,swamps,gullies,gullies,disturbed swamp,disturbed swamps,,,granitic lateritic quartzite sandstone,granite laterite quartzite sandstone,clay gravel loam sand,clay gravel loam sands,,
Eucalyptus virginea,"clay or sandy loam, shallow soil over granite, laterite loam over clay. lower slopes near watercourses, edge of rock outcrops, gently sloping sites.", clay or sandy loam shallowsoil over granite laterite loam over clay lower slopes near watercourses edge of rock outcrops gently sloping sites ,,,,,,,,,rocky_outcrop slopes watercourses,outcrops slopes watercourses,streambanks streams,watercourses watercourses,,,granitic lateritic,granite laterite,soil_shallow clay loam sand,shallowsoil clay loam sandy,,
Grevillea bipinnatifida subsp. pagna,"grey sandy clay and loam, ironstone. seasonal wetlands, swamps, roadsides.", grey sandyclay and loam ironstone seasonal wetlands swamps roadsidess ,,,,,,,wet,swamps,,,roadside swamp,roadsidess swamps,grey,grey,iron,irons,loam clay_sandy,loam sandyclay,,
Eremophila obliquisepala,sand. open hardpan plains., sand open hardpan plainss ,,,,,,,,,plains,plainss,plains,plains,,,,,hardpan sand,hardpan sand,,
Johnsonia pubescens subsp. pubescens,"grey,white, yellow or black sand, laterite, granite, limestone. flats, flood plains, creek and drainage lines, coastal areas, roadsides.", greywhite yellow or black sand laterite granite limestone flats flood plainss creek and drainage lines coastal areas roadsidess ,,,,,,,,,coastal flats plains,coastal flats plainss,streams plains roadside,creek plains roadsidess,black yellow,black yellow,granitic lateritic limestone,granite laterite limestone,sand,sand,,
Eucalyptus rugulata,"orange laterite gravel. summits, gentle upland slopes.", orange laterite gravel summits gentle upland slopes ,,,,,,,,,slopes,slopes,,,orange,orange,lateritic,laterite,gravel,gravel,,
Mirbelia ternata,yellow sand., yellow sand ,,,,,,,,,,,,,yellow,yellow,,,sand,sand,,
Keraudrenia velutina subsp. elliptica,red sand over laterite. along drainage line on sandplain., redsand over laterite along drainage line on sandplains ,,,,,,,,,,,sandplain,sandplains,red,reds,lateritic,laterite,sand_red,redsand,,
Eucalyptus mimica subsp. mimica,"white to brown sandy clay, pink to white clayey loam. flats, near salt lakes.", white to brown sandyclay pink to white clayey loam flats near saltlakes ,,,,,,,,,flats,flats,lakes_salt,saltlakes,brown white,brown white,,,clay loam clay_sandy,clayey loam sandyclay,,
Eucalyptus mimica subsp. continens,"sand, sandy clay. flats, moist areas.", sand sandyclay flats moist areas ,,,,,,,moist,moist,flats,flats,,,,,,,sand clay_sandy,sand sandyclay,,
Acacia tumida var. tumida,sand. sandplain., sand sandplains ,,,,,,,,,,,sandplain,sandplains,,,,,sand,sand,,
Ficus cerasicarpa,"skeletal soils, sandstone and shale. rocky outcrops, hillslopes.", skeletal soils sandstone and shale rocky outcrops hillslopes ,,,,,,,,,hills rocky_outcrop,hills outcrops,,,,,sandstone shale,sandstone shale,soil_rocky sand skeletal,rocky sands skeletal,,
Ficus atricha,"skeletal soils, sand over sandstone, laterite, dolerite, quartzite. on rocky sites above water.", skeletal soils sand over sandstone laterite dolerite quartzite on rockysites above water ,,,,,,,wet,water,rocky,rockysites,,,,,dolerite lateritic quartzite sandstone,dolerite laterite quartzite sandstone,soil_rocky sand skeletal,rockysites rockys sand skeletal,,
Eucalyptus sargentii subsp. onesia,"grey loam, saline. flood plains, drainage lines, flats.", grey loam saline flood plainss drainage lines flats ,,,,,,,,,flats plains,flats plainss,plains,plains,grey,grey,saline,saline,loam,loam,,
Ficus brachypoda,"red sand/clay, alluvium, skeletal soils, sandstone, granite, limestone. rocky sites, screes, creek beds, along drainage lines.", redsandclay alluvium skeletal soils sandstone granite limestone rockysites screes creek beds along drainage lines ,,,,,,,,,rocky,rockysites screes,streams rocky,creek screes screes,red,reds,alluvial granitic limestone sandstone,alluvium granite limestone sandstone,soil_rocky sand skeletal,rockysites rockys sands skeletal,,
Disa bracteata,"white, grey or black sand, sandy clay, granite.", white grey or black sand sandyclay granite ,,,,,,,,,,,,,black grey white,black grey white,granitic,granite,sand clay_sandy,sand sandyclay,,
Eucalyptus alipes,"sandy clay or loam, white sand over granite or laterite. sandplains, rises.", sandyclay or loam white sand over granite or laterite sandplainss rises ,,,,,,,,,,,sandplain,sandplains,white,white,granitic lateritic,granite laterite,loam sand clay_sandy,loam sand sandyclay,,
Eucalyptus vegrandis subsp. vegrandis,"white sand, dark sandy loam, sandy gravel, clay over laterite. low-lying areas, gentle slopes, road verges.", white sand dark sandy loam sandy gravel clay over laterite lowlyingareas gentle slopes road verges ,,,,,,,,,flats slopes,lowlyingareas slopes,,,white,white,lateritic,laterite,clay gravel loam sand,clay gravel loam sand sandy,,
Eucalyptus vegrandis subsp. recondita,"white sand, grey sandy loam or sandy clay. winter wet flats, breakaways, sand dunes, woodlands.", white sand grey sandy loam or sandyclay winter wet flats breakaways sanddunes woodlands ,,,,,,,wet,wet,breakaways flats,breakaways flats,sanddunes woodland,sanddunes woodlands,grey white,grey white,,,loam sand clay_sandy,loam sand sandy sandyclay,,
Eucalyptus thamnoides,"grey to white sand, red-grey loam, sandy or gravelly clay. plains, valleys, breakaways, undulating outcrops, near rivers.", grey to white sand redgrey loam sandy or gravelly clay plainss valleys breakaways undulating outcrops nearrivers ,,,,,,,,,breakaways rocky_outcrop plains undulating valley,breakaways outcrops plainss undulating valleys,streambanks plains,nearrivers plains,grey white,grey white,,,clay gravel loam sand,clay gravelly loam sand sandy,,
Eucalyptus thamnoides subsp. thamnoides,"grey or white sand, sandy or gravelly clay. plains, breakaways, low stony hills, near rivers.", grey or white sand sandy or gravelly clay plainss breakaways low stony hills nearrivers ,,,,,,,,,breakaways hills plains,breakaways hills plainss,streambanks plains,nearrivers plains,grey white,grey white,,,clay gravel sand stony,clay gravelly sand sandy stony,,
Eucalyptus thamnoides subsp. megista,"grey sand or red/grey loam. undulating outcrops, valley floors.", grey sand or redgrey loam undulating outcrops valley floors ,,,,,,,,,rocky_outcrop undulating valley,outcrops undulating valley,,,grey,grey,,,loam sand,loam sand,,
Leucopogon compressicarpus,"sandy clay over laterite, gravelly soil.", sandyclay over laterite gravelly soil ,,,,,,,,,,,,,,,lateritic,laterite,gravel clay_sandy,gravelly sandyclay,,
Leucopogon inflexifolius,"yellow-brown sand to sandy loam, gravelly clay, laterite. sandplains, disturbed areas.", yellowbrown sand to sandy loam gravelly clay laterite sandplainss disturbed areas ,,,,,,,,,,,disturbed sandplain,disturbed sandplains,,,lateritic,laterite,clay gravel loam sand,clay gravelly loam sand sandy,,
Eucalyptus vesiculosa,,,,,,,,,,,,,,,,,,,,,,
Eucalyptus ×missilis,sand over limestone or granite. coastal sites., sand over limestone or granite coastal sites ,,,,,,,,,coastal,coastal,,,,,granitic limestone,granite limestone,sand,sand,,
Eucalyptus astringens subsp. redacta,"sandy soils over laterite or sandstone, clay. hills, breakaways, rocky outcrops.", sandy soils over laterite or sandstone clay hills breakaways rocky outcrops ,,,,,,,,,breakaways hills rocky_outcrop,breakaways hills outcrops,,,,,lateritic sandstone,laterite sandstone,clay soil_rocky sand,clay rocky sands sandy,,
Eucalyptus phenax subsp. phenax,"yellow & white sand, sandy loam, clay, gravelly laterite. slopes, river banks, road verges.", yellow  white sand sandy loam clay gravelly laterite slopes riverbanks road verges ,,,,,,,,,slopes,slopes,streambanks,riverbanks riverbanks,white yellow,white yellow,lateritic,laterite,clay gravel loam sand,clay gravelly loam sand sandy,,
Cyperus haspan subsp. haspan,,,,,,,,,,,,,,,,,,,,,,
Patersonia lanata,"sand, clay, loam, gravel, granite. sandplains, gravel pits, ridges, hillsides, coastal areas, disturbed sites.", sand clay loam gravel granite sandplainss gravel pits ridges hillsides coastal areas disturbed sites ,,,,,,,,,coastal hills ridges,coastal hills hillsides ridges,disturbed sandplain,disturbed sandplains,,,granitic,granite,clay gravel loam sand,clay gravel loam sand,,
Patersonia lanata forma calvata,deep sand. hills., deep sand hills ,,,,,,,,,hills,hills,,,,,,,sand,sand,,
Andersonia fallax,"shallow clay, yellow-brown sand, laterite. flats, midslopes.", shallow clay yellowbrown sand laterite flats midslopes ,,,,,,,,,flats,flats,,,,,lateritic,laterite,clay sand,clay sand,,
Andersonia jamesii,gravel., gravel ,,,,,,,,,,,,,,,,,gravel,gravel,,
Scaevola ballajupensis,"brown sandy gravel, laterite, granite. outcrops.", brown sandy gravel laterite granite outcrops ,,,,,,,,,rocky_outcrop,outcrops,,,brown,brown,granitic lateritic,granite laterite,gravel sand,gravel sandy,,
Aira elegans,"grey sand, sandy loam, granite. hillslopes, near rivers, disturbed land.", grey sand sandy loam granite hillslopes nearrivers disturbed land ,,,,,,,,,hills,hills,streambanks disturbed,nearrivers disturbed,grey,grey,granitic,granite,loam sand,loam sand sandy,,
Atriplex undulata,"heavy clay. flats, roadside in drainage areas.", heavy clay flats roadsides in drainage areas ,,,,,,,,,flats,flats,roadside,roadsides,,,,,clay,clay,,
Hibbertia avonensis,sandy soil. sandplain., sandy soil sandplains ,,,,,,,,,,,sandplain,sandplains,,,,,sand,sandy,,
Hibbertia stenophylla,sand., sand ,,,,,,,,,,,,,,,,,sand,sand,,
Hibbertia fitzgeraldensis,sand or black loam over granite. rocky slopes or summits of hills., sand or black loam over granite rockyslopes or summits of hills ,,,,,,,,,slopes_rocky hills,rockyslopes hills,,,black,black,granitic,granite,loam soil_rocky sand,loam rockys sand,,
Hibbertia glabrisepala,sand over sandstone., sand over sandstone ,,,,,,,,,,,,,,,sandstone,sandstone,sand,sand,,
Hibbertia priceana,gret sandy clay with laterite gravel. ridges., gret sandyclay with laterite gravel ridges ,,,,,,,,,ridges,ridges,,,,,lateritic,laterite,gravel clay_sandy,gravel sandyclay,,
Hibbertia notibractea,grey sand. slopes., grey sand slopes ,,,,,,,,,slopes,slopes,,,grey,grey,,,sand,sand,,
Hibbertia trichocalyx,"grey sand. sandy rises, seasonally wet depressions, sand dunes.", grey sand sandy rises seasonally wet depressions sanddunes ,,,,,,,wet,wet,depressions,depressions,sanddunes,sanddunes,grey,grey,,,sand,sand sandy,,
Hibbertia lepidocalyx,"loamy soils, gravel, laterite, ironstone.", loamy soils gravel laterite ironstone ,,,,,,,,,,,,,,,iron lateritic,irons laterite,gravel loam,gravel loamy,,
Hibbertia lepidocalyx subsp. tuberculata,"yellow-orange loam, ironstone gravel.", yelloworange loam ironstone gravel ,,,,,,,,,,,,,,,iron,irons,gravel loam,gravel loam,,
Hibbertia lepidocalyx subsp. lepidocalyx,stony laterite., stony laterite ,,,,,,,,,,,,,,,lateritic,laterite,stony,stony,,
Hibbertia ancistrophylla,yellow sand., yellow sand ,,,,,,,,,,,,,yellow,yellow,,,sand,sand,,
Thryptomene striata,sandy & loamy soils with ironstone pebbles., sandy  loamy soils with ironstone pebbles ,,,,,,,,,,,,,,,iron,irons,loam sand,loamy sandy,,
Thryptomene salina,deep alluvial sand. on a flat along a saline creek., deep alluvial sand on a flat along a saline creek ,,,,,,,,,flats,flat,streams,creek,,,alluvial saline,alluvial saline,sand,sand,,
Thryptomene eremaea,red or yellow sand. sandplains., red or yellow sand sandplainss ,,,,,,,,,,,sandplain,sandplains,red yellow,red yellow,,,sand,sand,,
Thryptomene costata,"granite. rocky sites, outcrops.", granite rockysites outcrops ,,,,,,,,,rocky_outcrop rocky,outcrops rockysites,,,,,granitic,granite,soil_rocky,rockysites rockys,,
Thryptomene duplicata,yellow sand. sand dune., yellow sand sanddune ,,,,,,,,,,,sanddunes,sanddune,yellow,yellow,,,sand,sand,,
Thryptomene australis subsp. australis,"skeletal sand, clayey or sandy loam, gravel, granite. outcrops, hills, along creeklines, firebreaks.", skeletal sand clayey or sandy loam gravel granite outcrops hills alongcreekslines firebreaks ,,,,,,,,,hills rocky_outcrop streambanks,hills outcrops alongcreeks,,,,,granitic,granite,clay gravel loam sand skeletal,clayey gravel loam sand sandy skeletal,,
Thryptomene australis subsp. brachyandra,"red-brown clayey or sandy loam, gravel, granite. around outcrops, hills, flat plains, near salt lakes.", redbrown clayey or sandy loam gravel granite around outcrops hills flat plainss near saltlakes ,,,,,,,,,flats hills rocky_outcrop plains,flat hills outcrops plainss,lakes_salt plains,saltlakes plains,,,granitic,granite,clay gravel loam sand,clayey gravel loam sandy,,
Isotropis cuneifolia subsp. cuneifolia,"sand, clayey sand, loamy clay, granite, laterite, dolerite, limestone. outcrops, flat plains, slopes, near rivers, disturbed areas.", sand clayey sand loamy clay granite laterite dolerite limestone outcrops flat plainss slopes nearrivers disturbed areas ,,,,,,,,,flats rocky_outcrop plains slopes,flat outcrops plainss slopes,streambanks disturbed plains,nearrivers disturbed plains,,,dolerite granitic lateritic limestone,dolerite granite laterite limestone,clay loam sand,clay clayey loamy sand,,
Gastrolobium aculeatum,"deep white or grey sand. sand dunes, disturbed sites at road culverts, malleewoodland or shrubland.", deep white or grey sand sanddunes disturbed sites at road culverts malleewoodland or shrubland ,,,,,,,,,,,sanddunes disturbed shrubland,sanddunes disturbed shrubland,grey white,grey white,,,sand,sand,,
Gastrolobium discolor,"sand or sandy loam, granite. near rivers, on undulating dunes, around rock outcrops.", sand or sandy loam granite nearrivers on undulating dunes around rock outcrops ,,,,,,,,,rocky_outcrop undulating,outcrops undulating,streambanks sanddunes,nearrivers dunes,,,granitic,granite,loam sand,loam sand sandy,,
Stenanthemum sublineare,littered white sand. coastal plain., littered white sand coastalplains ,,,,,,,,,,,plains_coastal,coastalplains,white,white,,,sand,sand,,
Stenanthemum patens,,,,,,,,,,,,,,,,,,,,,,
Stenanthemum liberum,yellow sandy loam over laterite., yellow sandy loam over laterite ,,,,,,,,,,,,,yellow,yellow,lateritic,laterite,loam sand,loam sandy,,
Lachenalia mutabilis,grey sand. flat sites., grey sand flat sites ,,,,,,,,,flats,flat,,,grey,grey,,,sand,sand,,
Abutilon grandifolium,"grey sandy clay. flats, along road drains, in disturbed shrubland.", grey sandyclay flats along road drains in disturbed shrubland ,,,,,,,,,flats,flats,disturbed shrubland,disturbed shrubland,grey,grey,,,clay_sandy,sandyclay,,
